name,state,website,domain,twitter,youtube,facebook,owner,medium,source,collection_date
KTFO,OK,http://www.fox23.com/content/my41tulsa/default.aspx,fox23.com,,,,Newport Television,TV station,stationindex,2018-08-02 14:55:24.612585
KTPX,OK,,,,,,Ion Media Networks,TV station,stationindex,2018-08-02 14:55:24.612585
KWHB,OK,http://www.kwhb.com/,kwhb.com,,,,LeSea,TV station,stationindex,2018-08-02 14:55:24.612585
KXAP-LD,OK,,,,,,Las Americas Supermercado,TV station,stationindex,2018-08-02 14:55:24.612585
KGEB,OK,http://www.kgeb.net/,kgeb.net,,,,Oral Roberts University,TV station,stationindex,2018-08-02 14:55:24.612585
KSWO,OK,http://www.kswo.com/,kswo.com,,,,Drewry Communications,TV station,stationindex,2018-08-02 14:55:24.612585
KTEN,OK,http://www.kten.com/,kten.com,,,,Lockwood Broadcast Group,TV station,stationindex,2018-08-02 14:55:24.612585
KFOR,OK,http://kfor.com/,kfor.com,kfor,http://www.youtube.com/user/kfor4news,https://www.facebook.com/kfor4,Tribune,TV station,tribunemedia.com,2018-08-04 01:06:48.283394
KAUT,OK,http://freedom43tv.com/,freedom43tv.com,freedom43tv,,https://www.facebook.com/freedom43tv,Tribune,TV station,tribunemedia.com,2018-08-04 01:06:48.283394
KOCO-TV,OK,http://www.koco.com/,koco.com,koconews,,https://www.facebook.com/koco5?fref=ts,Hearst,TV station,hearst.com,2018-08-02 14:55:24.612585
KOKH,OK,http://www.okcfox.com,okcfox.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KOCB-3,OK,http://www.comettv.com/,comettv.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KOCB,OK,http://www.cwokc.com,cwokc.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KTUL-2,OK,http://www.comettv.com/,comettv.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KTUL,OK,http://www.ktul.com,ktul.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KOKH-2,OK,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KOCB-2,OK,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KOKH-3,OK,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KTUL-4,OK,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KTUL-3,OK,,,,,,Sinclair,TV station,sbgi.net,2018-08-02 20:31:06.425892
KRCW-LP,OR,http://www.portlandscw32.com/,portlandscw32.com,,,,Tribune,TV station,stationindex,2018-08-02 14:55:24.612585
KGW,OR,http://www.kgw.com/,kgw.com,,,,Tegna Media,TV station,stationindex,2018-08-02 14:55:24.612585
KOPB,OR,http://www.opb.org/,opb.org,,,,Oregon Public Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KORS-CD,OR,,,,,,WatchTV,TV station,stationindex,2018-08-02 14:55:24.612585
KWVT-LP,OR,http://www.kwvtsalem.com/,kwvtsalem.com,,,,"Northwest Television, LLC",TV station,stationindex,2018-08-02 14:55:24.612585
KPXG,OR,,,,,,Ion Media Networks,TV station,stationindex,2018-08-02 14:55:24.612585
KNMT,OR,http://www.tbn.org/,tbn.org,,,,Trinity Broadcasting Network,TV station,stationindex,2018-08-02 14:55:24.612585
KJYY-LD,OR,http://www.ncbtv.org/,ncbtv.org,,,,Northwest Christian Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KORK-CD,OR,,,,,,WatchTV,TV station,stationindex,2018-08-02 14:55:24.612585
KJWY-LD,OR,http://www.ncbtv.org/,ncbtv.org,,,,Northwest Christian Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KKEI-CD,OR,,,,,,WatchTV,TV station,stationindex,2018-08-02 14:55:24.612585
KPXG-LD,OR,,,,,,Ion Media Networks,TV station,stationindex,2018-08-02 14:55:24.612585
KOXO-LD,OR,,,,,,WatchTV,TV station,stationindex,2018-08-02 14:55:24.612585
KOAC,OR,http://www.opb.org/,opb.org,,,,Oregon Public Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KEZI,OR,http://www.kezi.com/,kezi.com,,,,,TV station,stationindex,2018-08-02 14:55:24.612585
KMTR,OR,http://www.nbc16.com/,nbc16.com,,,,Newport Television,TV station,stationindex,2018-08-02 14:55:24.612585
KEPB,OR,http://www.opb.org/,opb.org,,,,Oregon Public Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KLSR,OR,http://www.klsrtvfox.com/,klsrtvfox.com,,,,California Oregon Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KTVC,OR,,,,,,Better Life Television Network,TV station,stationindex,2018-08-02 14:55:24.612585
KAMK-LD,OR,,,,,,Better Life Television Network,TV station,stationindex,2018-08-02 14:55:24.612585
KFFX,OR,http://www.kffxtv.com/,kffxtv.com,,,,Northwest Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KOTI,OR,http://www.localnewscomesfirst.com/,localnewscomesfirst.com,,,,California Oregon Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KOBI,OR,http://www.localnewscomesfirst.com/,localnewscomesfirst.com,,,,California Oregon Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KSYS,OR,http://www.soptv.org/,soptv.org,,,,Southern Oregon Public Television,TV station,stationindex,2018-08-02 14:55:24.612585
KDRV,OR,http://www.kdrv.com/,kdrv.com,,,,Soda Mountain Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KMCW-LP,OR,,,,,,Sainte Partners,TV station,stationindex,2018-08-02 14:55:24.612585
KFTS,OR,http://www.soptv.org/,soptv.org,,,,Southern Oregon Public Television,TV station,stationindex,2018-08-02 14:55:24.612585
KMVU,OR,http://www.fox26medford.com/,fox26medford.com,,,,,TV station,stationindex,2018-08-02 14:55:24.612585
KBLN,OR,http://betterlifetv.tv/,betterlifetv.tv,,,,Better Life Television,TV station,stationindex,2018-08-02 14:55:24.612585
KDKF,OR,http://www.kdrv.com/,kdrv.com,,,,Soda Mountain Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
K41IX,OR,,,,,,Trinity Broadcasting Network,TV station,stationindex,2018-08-02 14:55:24.612585
K44IA,OR,,,,,,Inspiration Television,TV station,stationindex,2018-08-02 14:55:24.612585
KFBI-LP,OR,http://www.kfbimy48.com/,kfbimy48.com,,,,Sainte Partners,TV station,stationindex,2018-08-02 14:55:24.612585
KBNZ-LD,OR,http://kbnztv.com/,kbnztv.com,,,,Central Oregon Cable Advertising,TV station,stationindex,2018-08-02 14:55:24.612585
KOAB,OR,http://www.opb.org/,opb.org,,,,Oregon Public Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585
KTVZ,OR,http://www.ktvz.com/,ktvz.com,,,,NPG of Oregon,TV station,stationindex,2018-08-02 14:55:24.612585
KFXO-LD,OR,http://www.ktvz.com/kfxo,ktvz.com,,,,News-Press & Gazette,TV station,stationindex,2018-08-02 14:55:24.612585
KOHD,OR,http://www.kohd.com/,kohd.com,,,,,TV station,stationindex,2018-08-02 14:55:24.612585
KPTV,OR,http://www.kptv.com/,kptv.com,fox12oregon,,https://www.facebook.com/fox12oregon,Meredith,TV station,meridith.com,2018-08-02 14:55:24.612585
KPDX,OR,http://www.kptv.com/category/210090/pdx-tv,kptv.com,fox12oregon,,https://www.facebook.com/fox12oregon,Meredith,TV station,meridith.com,2018-08-02 14:55:24.612585
KOIN,OR,koin.com,koin.com,,,,Nexstar,TV station,nexstar.tv,2018-08-02 20:31:06.425892
KRCW,OR,http://portlandscw32.com/,portlandscw32.com,,http://www.youtube.com/user/krcw,https://www.facebook.com/pages/Portlands-CW32/352279044857745,Tribune,TV station,tribunemedia.com,2018-08-04 01:06:48.283394
KCBY,OR,http://www.kcby.com,kcby.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KTCW-3,OR,http://www.comettv.com/,comettv.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KMTR-3,OR,http://www.comettv.com/,comettv.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KMCB,OR,http://www.sbgi.net,sbgi.net,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KVAL,OR,http://www.kval.com,kval.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KMCB-3,OR,http://www.comettv.com/,comettv.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KMTR,OR,http://www.kmtr.com,kmtr.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KTCW,OR,http://www.sbgi.net,sbgi.net,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KPIC,OR,http://www.kpic.com,kpic.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KTVL,OR,http://www.ktvl.com,ktvl.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
KTVL-2,OR,https://www.southernoregoncw.com,southernoregoncw.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585
