Facebook	Geography	Medium	Name	Twitter_Name	Website	Youtube	source	collection_date
https://www.facebook.com/dailysouthtown	IL	Newspapers	Daily Southtown	dailysouthtown	http://www.chicagotribune.com/suburbs/daily-southtown	https://www.youtube.com/user/ChicagoTribune	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/Chillicothe-Times-Bulletin/253020456840	IL	Newspapers	Chillicothe Times-Bulletin		http://www.chillicothetimesbulletin.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	Cicero Life	MySuburbanLife	http://www.mysuburbanlife.com/cicero		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	Clarendon Hills Suburban Life	MySuburbanLife	http://www.mysuburbanlife.com/clarendonhills		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/The-Advocate-1553533544914648/?rf=146874922003234	IL	Newspapers	Clifton Advocate		http://cliftonadvocate.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/Clinton-Journal/117628538337447	IL	Newspapers	Clinton Journal	ClintonJournal	http://www.clintondailyjournal.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/Coal-City-Courant/139488217061	IL	Newspapers	Coal City Courant		http://freepressnewspapers.com/main.asp?SectionID=14		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	Countryside Suburban Life	MySuburbanLife	http://www.mysuburbanlife.com/countryside		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/nwherald	IL	Newspapers	Northwest Herald	NWherald	http://www.nwherald.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/commercialnews	IL	Newspapers	Danville Commercial-News	commercialnews	http://www.commercial-news.com	http://www.youtube.com/user/dancomnewsroom1	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/newsgazette	IL	Newspapers	Danville News Gazette	news_gazette	http://www.news-gazette.com	https://www.youtube.com/user/thenewsgazette	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	Darien Suburban Life	MySuburbanLife	http://www.mysuburbanlife.com/darien		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/Decatur-Tribune/1414028878919867	IL	Newspapers	Decatur Tribune		http://www.decaturtribune.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/HeraldAndReview	IL	Newspapers	Herald & Review	heraldandreview	http://herald-review.com	http://www.youtube.com/user/heraldandreview	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/deerfieldreview	IL	Newspapers	Deerfield Review	DeerfieldReview	http://www.chicagotribune.com/suburbs/deerfield	https://www.youtube.com/user/ChicagoTribune	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/dekalb.daily.chronicle	IL	Newspapers	Daily Chronicle	daily_chronicle	http://www.daily-chronicle.com	https://www.youtube.com/user/DailyChronicle	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/MidWeek-DeKalb/139478836115173	IL	Newspapers	DeKalb MidWeek		http://www.midweeknews.com		usnpl.com	2018-08-02 14:55:24.612585
	IL	Newspapers	Valley Free Press		http://www.vfpnews.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/journaltopics	IL	Newspapers	Des Plaines Journal		http://www.journal-topics.com/news/des_plaines		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/saukvalley	IL	Newspapers	Sauk Valley Newspapers	saukvalley	http://www.saukvalley.com	http://www.youtube.com/user/saukvalleynews	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	Downers Grove Reporter	MySuburbanLife	http://www.mysuburbanlife.com/downersgrove		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/Du-Quoin-Evening-Call/190364524350146	IL	Newspapers	Du Quoin Evening Call		http://www.duquoin.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/East-Peoria-Times-Courier/117814502837	IL	Newspapers	East Peoria Times-Courier	eastpeoriatimes	http://www.eastpeoriatimescourier.com		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/theEdwi	IL	Newspapers	Edwardsville Intelligencer	theedwi	http://www.theintelligencer.com	http://www.youtube.com/user/edwpubvideos	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/effinghamdailynews	IL	Newspapers	Effingham Daily News	EDNSports	http://www.effinghamdailynews.com	https://www.youtube.com/channel/UCErrilNU6KkL6DA-jILvcEA	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/TheElburnHerald	IL	Newspapers	Elburn Herald	ELBURNHERALD	http://www.kcchronicle.com/elburn		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/couriernews	IL	Newspapers	Courier News	couriernews	http://www.chicagotribune.com/suburbs/elgin-courier-news	https://www.youtube.com/user/ChicagoTribune	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/journaltopics	IL	Newspapers	Elk Grove Journal	ElkGroveJournal	http://www.journal-topics.com/news/elk_grove_village		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/mysuburbanlife	IL	Newspapers	Elmhurst Press	MySuburbanLife	http://www.mysuburbanlife.com/elmhurst		usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/ElmwoodParkElmLeaves	IL	Newspapers	Elmwood Park Leaves	elm_leaves	http://www.chicagotribune.com/suburbs/elmwood-park	https://www.youtube.com/user/ChicagoTribune	usnpl.com	2018-08-02 14:55:24.612585
https://www.facebook.com/pages/Woodford-County-Journal-Woodford-Star/196346952496	IL	Newspapers	Woodford County Journal		http://www.pantagraph.com/wcj		usnpl.com	2018-08-02 14:55:24.612585
