city	geo	network	state	station	website	broadcaster	source	collection_date
Seattle	SeattleTacoma, WA	stadium	WA	KUNS-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Sioux City	Sioux City, IA	tbd	IA	KMEG-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Sioux City	Sioux City, IA	charge!	IA	KPTP-LD-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Sioux City	Sioux City, IA	cbs	IA	KMEG	http://www.siouxlandnews.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Sioux City	Sioux City, IA	comet	IA	KMEG-3	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Sioux City	Sioux City, IA	fox	IA	KPTP-LD	http://www.siouxlandnews.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Sioux City	Sioux City, IA	mytv/thistv	IA	KPTH-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Sioux City	Sioux City, IA	fox	IA	KPTH	http://www.siouxlandnews.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Sioux City	Sioux City, IA	stadium	IA	KBVK-LP-4		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Sioux City	Sioux City, IA	charge!	IA	KPTH-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Sioux City	Sioux City, IA	stadium	IA	KPTH-4		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Sioux City	Sioux City, IA	mytv/thistv	IA	KPTP-LD-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Sioux City	Sioux City, IA	stadium	IA	KPTP-LD-4		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Sioux City	Sioux City, IA	charge!	IA	KBVK-LP-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Sioux City	Sioux City, IA	fox	IA	KBVK-LP	http://www.siouxlandnews.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Sioux City	Sioux City, IA	mytv/thistv	IA	KBVK-LP-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
South Bend	South BendElkhart, IN	fox	IN	WSBT-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
South Bend	South BendElkhart, IN	cbs	IN	WSBT	http://www.wsbt.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Spokane	Spokane, WA	comet	WA	KLEW-3	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Spokane	Spokane, WA	cbs	WA	KLEW	http://www.klewtv.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Spokane	Spokane, WA	charge!	WA	KLEW-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
St Louis	St. Louis, MO	abc	MO	KDNL	http://www.abcstlouis.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
St Louis	St. Louis, MO	stadium	MO	KDNL-4		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
St Louis	St. Louis, MO	charge!	MO	KDNL-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
St Louis	St. Louis, MO	tbd	MO	KDNL-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Syracuse	Syracuse, NY	cw	NY	WSTQ	http://www.cnycentral.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Syracuse	Syracuse, NY	tbd	NY	WTVH-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Syracuse	Syracuse, NY	cw	NY	WSTM-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Syracuse	Syracuse, NY	comet	NY	WSTM-3	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Syracuse	Syracuse, NY	cbs	NY	WTVH	http://www.cnycentral.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Syracuse	Syracuse, NY	nbc	NY	WSTM	http://www.cnycentral.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Syracuse	Syracuse, NY	charge!	NY	WTVH-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Tallahassee	Tallahassee, FLThomasville, GA	fox	FL	WTWC-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Tallahassee	Tallahassee, FLThomasville, GA	cw	FL	WTLF	http://www.myfoxtallahassee.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Tallahassee	Tallahassee, FLThomasville, GA	nbc	FL	WTWC	http://www.wtwc40.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Tallahassee	Tallahassee, FLThomasville, GA	comet	FL	WTLF-2	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Tallahassee	Tallahassee, FLThomasville, GA	tbd	FL	WTLF-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Tallahassee	Tallahassee, FLThomasville, GA	stadium	FL	WTLF-4		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Tallahassee	Tallahassee, FLThomasville, GA	charge!	FL	WTWC-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Toledo	Toledo, OH	comet	OH	WNWO-3	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Toledo	Toledo, OH	stadium	OH	WNWO-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Toledo	Toledo, OH	tbd	OH	WNWO-4		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Toledo	Toledo, OH	nbc	OH	WNWO	http://nbc24.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Traverse City	Traverse CityCadillac, MI	abc	MI	WTOM-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Traverse City	Traverse CityCadillac, MI	comet	MI	WTOM-3	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Traverse City	Traverse CityCadillac, MI	nbc	MI	WTOM	http://www.upnorthlive.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Traverse City	Traverse CityCadillac, MI	nbc	MI	WGTQ-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Traverse City	Traverse CityCadillac, MI	comet	MI	WGTQ-3	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Traverse City	Traverse CityCadillac, MI	comet	MI	WPBN-3	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Traverse City	Traverse CityCadillac, MI	abc	MI	WGTU	http://www.upnorthlive.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Traverse City	Traverse CityCadillac, MI	nbc	MI	WGTU-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Traverse City	Traverse CityCadillac, MI	abc	MI	WPBN-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Traverse City	Traverse CityCadillac, MI	nbc	MI	WPBN	http://www.upnorthlive.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Traverse City	Traverse CityCadillac, MI	abc	MI	WGTQ	http://www.upnorthlive.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Tri Cities	Tri-Cities, TN-VA	tbd	TN	WEMT-4		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Tri Cities	Tri-Cities, TN-VA	nbc	TN	WCYB		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Tri Cities	Tri-Cities, TN-VA	cw	TN	WCYB-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Tri Cities	Tri-Cities, TN-VA	comet	TN	WCYB-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Tri Cities	Tri-Cities, TN-VA	fox	TN	WEMT		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Tri Cities	Tri-Cities, TN-VA	movies!	TN	WEMT-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Tri Cities	Tri-Cities, TN-VA	charge!	TN	WEMT-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Tulsa	Tulsa, OK	tbd	OK	KTUL-4		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Tulsa	Tulsa, OK	comet	OK	KTUL-2	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Tulsa	Tulsa, OK	antenna	OK	KTUL-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Tulsa	Tulsa, OK	abc	OK	KTUL	http://www.ktul.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Washington	Washington, DC	comet	DC	WJLA-3	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Washington	Washington, DC	abc	DC	WJLA	http://www.wjla.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Washington	Washington, DC	charge!	DC	WJLA-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Washington	Washington, DC	tbd	DC	WJLA-4		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
West Palm	West Palm BeachFort Pierce, FL	mytv	FL	WTCN	http://www.my15wtcn.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
West Palm	West Palm BeachFort Pierce, FL	weather	FL	WPEC-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
West Palm	West Palm BeachFort Pierce, FL	antenna	FL	WTCN-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
West Palm	West Palm BeachFort Pierce, FL	charge!	FL	WWHB-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
West Palm	West Palm BeachFort Pierce, FL	stadium	FL	WWHB-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
West Palm	West Palm BeachFort Pierce, FL	azteca	FL	WWHB	http://www.azteca48.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
West Palm	West Palm BeachFort Pierce, FL	tbd	FL	WTCN-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
West Palm	West Palm BeachFort Pierce, FL	cw	FL	WTVX	http://www.cw34.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
West Palm	West Palm BeachFort Pierce, FL	mytv	FL	WTVX-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
West Palm	West Palm BeachFort Pierce, FL	azteca	FL	WTVX-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
West Palm	West Palm BeachFort Pierce, FL	cbs	FL	WPEC	http://www.cbs12.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
West Palm	West Palm BeachFort Pierce, FL	comet	FL	WPEC-3	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wheeling	Wheeling, WVSteubenville, OH	nbc	WV	WTOV	http://www.wtov9.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wheeling	Wheeling, WVSteubenville, OH	metv	WV	WTOV-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wheeling	Wheeling, WVSteubenville, OH	fox	WV	WTOV-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wichita	WichitaHutchinson, KS	tbd	KS	KAAS-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wichita	WichitaHutchinson, KS	comet	KS	KAAS-3	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wichita	WichitaHutchinson, KS	fox	KS	KAAS-LD	http://www.foxkansas.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wichita	WichitaHutchinson, KS	tbd	KS	KAAS-LD-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wichita	WichitaHutchinson, KS	tbd	KS	KSAS-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wichita	WichitaHutchinson, KS	tbd	KS	KSAS-LD-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wichita	WichitaHutchinson, KS	comet	KS	KSAS-LD-3	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wichita	WichitaHutchinson, KS	comet	KS	KSAS-3	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wichita	WichitaHutchinson, KS	comet	KS	KOCW-3	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wichita	WichitaHutchinson, KS	fox	KS	KSAS	http://www.foxkansas.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wichita	WichitaHutchinson, KS	comet	KS	KAAS-LD-3	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wichita	WichitaHutchinson, KS	mytv	KS	KMTW	http://mytvwichita.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wichita	WichitaHutchinson, KS	fox	KS	KSAS-LD	http://www.foxkansas.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wichita	WichitaHutchinson, KS	fox	KS	KAAS	http://www.foxkansas.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wichita	WichitaHutchinson, KS	tbd	KS	KOCW-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wichita	WichitaHutchinson, KS	charge!	KS	KMTW-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wichita	WichitaHutchinson, KS	stadium	KS	KMTW-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wichita	WichitaHutchinson, KS	fox	KS	KOCW	http://www.foxkansas.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wilkes Barre	Wilkes BarreScranton, PA	mytv	PA	WQMY	http://www.FOX56.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wilkes Barre	Wilkes BarreScranton, PA	metv	PA	WSWB-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wilkes Barre	Wilkes BarreScranton, PA	fox	PA	WQMY-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wilkes Barre	Wilkes BarreScranton, PA	cw	PA	WSWB	http://www.FOX56.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wilkes Barre	Wilkes BarreScranton, PA	cw	PA	WQMY-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wilkes Barre	Wilkes BarreScranton, PA	comet	PA	WSWB-3	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wilkes Barre	Wilkes BarreScranton, PA	stadium	PA	WSWB-4		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wilkes Barre	Wilkes BarreScranton, PA	mytv	PA	WOLF-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wilkes Barre	Wilkes BarreScranton, PA	fox	PA	WOLF	http://www.FOX56.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Wilkes Barre	Wilkes BarreScranton, PA	cw	PA	WOLF-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Yakima	YakimaPascoRichlandKennewick, WA	univision	WA	KORX	http://www.kunwtv.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Yakima	YakimaPascoRichlandKennewick, WA	comet	WA	KORX-2	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Yakima	YakimaPascoRichlandKennewick, WA	charge!	WA	KORX-4		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Yakima	YakimaPascoRichlandKennewick, WA	tbd	WA	KORX-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Yakima	YakimaPascoRichlandKennewick, WA	cbs	WA	KEPR	http://www.keprtv.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Yakima	YakimaPascoRichlandKennewick, WA	tbd	WA	KVVK-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Yakima	YakimaPascoRichlandKennewick, WA	comet	WA	KVVK-2	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Yakima	YakimaPascoRichlandKennewick, WA	charge!	WA	KVVK-4		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Yakima	YakimaPascoRichlandKennewick, WA	stadium	WA	KEPR-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Yakima	YakimaPascoRichlandKennewick, WA	cw	WA	KEPR-2		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Yakima	YakimaPascoRichlandKennewick, WA	univision	WA	KVVK	http://www.kunwtv.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Yakima	YakimaPascoRichlandKennewick, WA	cbs	WA	KIMA	http://www.kimatv.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Yakima	YakimaPascoRichlandKennewick, WA	univision	WA	KUNW	http://www.kunwtv.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Yakima	YakimaPascoRichlandKennewick, WA	cw	WA	KIMA-2	http://cq9tv.com	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Yakima	YakimaPascoRichlandKennewick, WA	comet	WA	KUNW-2	http://www.comettv.com/	Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Yakima	YakimaPascoRichlandKennewick, WA	tbd	WA	KUNW-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Yakima	YakimaPascoRichlandKennewick, WA	charge!	WA	KUNW-4		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
Yakima	YakimaPascoRichlandKennewick, WA	stadium	WA	KIMA-3		Sinclair	sbgi.net	2018-08-02 14:55:24.612585
