city	id	owner	state	station_info	station_name	subchannels	website	source	collection_date
 Poland Spring	" ""News 8"""	 Hearst Television	ME	 Digital Full-Power - 316 kW	WMTW		http://www.wmtw.com/	stationindex	2018-08-02 14:55:24.612585
 Augusta	" ""MPBN"""	 Maine Public Broadcasting	ME	 Digital Educational Full-Power - 13.32 kW	WCBB		http://www.mpbn.net/	stationindex	2018-08-02 14:55:24.612585
 Portland		 Sinclair	ME	 Digital Full-Power - 1000 kW	WGME		http://www.wgme.com/	stationindex	2018-08-02 14:55:24.612585
 Waterville	" ""FOX 23"""	 CMGC	ME	 Digital Full-Power - 1000 kW	WPFO	 23.1 WPFO/Fox	http://www.myfoxmaine.com/	stationindex	2018-08-02 14:55:24.612585
 Biddeford	" ""MPBN"""	 Maine Public Broadcasting	ME	 Digital Educational Full-Power - 50 kW	WMEA		http://www.mpbn.net/	stationindex	2018-08-02 14:55:24.612585
 Lewiston		 Ion Media Networks	ME	 Digital Full-Power - 11.4 kW	WIPL	" 35.1 Ion, 
35.2 Qubo, 
35.3 Ion Life, 
35.4 Ion Shop, 
35.5 QVC, 
35.6 HSN"	http://www.iontelevision.com/	stationindex	2018-08-02 14:55:24.612585
 Portland	" ""Portland's CW"""		ME	 Digital Full-Power - 137 kW	WPXT		http://www.ourmaine.com/	stationindex	2018-08-02 14:55:24.612585
 Harrisburg			IL	 Digital Full-Power - 100 kW	WSIL		http://www.wsiltv.com/	stationindex	2018-08-02 14:55:24.612585
 Paducah	" ""WPSD Local 6"""		KY	 Digital Full-Power - 906 kW	WPSD	 6.1 WPSD/NBC	http://www.wpsdlocal6.com/	stationindex	2018-08-02 14:55:24.612585
 Carbondale		 Southern Illinois University	IL	 Digital Educational Full-Power - 316 kW	WSIU		http://www.wsiu.org/	stationindex	2018-08-02 14:55:24.612585
 Cape Giradeau		 Raycom	MO	 Digital Full-Power - 316 kW	KFVS		http://www.kfvs12.com/	stationindex	2018-08-02 14:55:24.612585
 Murray	" ""KET"""	 Kentucky Authority for Educational TV	KY	 Digital Educational Full-Power - 692 kW	WKMU		http://www.ket.org/	stationindex	2018-08-02 14:55:24.612585
 Cape Girardeau	" ""FOX 23"""	 Sinclair	MO	 Digital Full-Power - 435 kW	KBSI		http://www.kbsi23.com/	stationindex	2018-08-02 14:55:24.612585
 Marion		 Tri-State Christian TV	IL	 Digital Full-Power - 2880 kW	WTCT		http://www.tct-net.org/	stationindex	2018-08-02 14:55:24.612585
 Paducah	" ""KET"""	 Kentucky Authority for Educational TV	KY	 Digital Educational Full-Power - 145 kW	WKPD		http://www.ket.org/	stationindex	2018-08-02 14:55:24.612585
 Paducah	" ""My 49"""		KY	 Digital Full-Power - 2450 kW	WDKA		http://www.mywdka.com/	stationindex	2018-08-02 14:55:24.612585
 Columbia		 Raycom	SC	 Digital Full-Power - 316 kW	WIS		http://www.wistv.com/	stationindex	2018-08-02 14:55:24.612585
 Columbia		 Tegna Media	SC	 Digital Full-Power - 1000 kW	WLTX		http://www.wltx.com/	stationindex	2018-08-02 14:55:24.612585
 Columbia	" ""ABC 25"""	 South Carolina Broadcasting	SC	 Digital Full-Power - 1000 kW	WOLO		http://www.wolo.com/	stationindex	2018-08-02 14:55:24.612585
 Sumter	" ""SC ETV"""	 South Carolina Educational TV	SC	 Digital Educational Full-Power - 647 kW	WRJA		http://www.scetv.org/	stationindex	2018-08-02 14:55:24.612585
 Columbia	" ""SC ETV"""	 South Carolina Educational TV	SC	 Digital Educational Full-Power - 570 kW	WRLK		http://www.scetv.org/	stationindex	2018-08-02 14:55:24.612585
 Columbia	" ""CW 47"""	 Roberts Broadcasting	SC	 Digital Full-Power - 750 kW	WZRB		http://www.cw47columbia.com/	stationindex	2018-08-02 14:55:24.612585
 Columbia	" ""FOX 57"""	 Barrington Broadcasting	SC	 Digital Full-Power - 2766 kW	WACH		http://www.wach.com/	stationindex	2018-08-02 14:55:24.612585
 Sumter	" ""My 63"""	 Columbia Broadcasting	SC	 Digital Full-Power - 1312 kW	WKTC		http://www.wktctv.com/	stationindex	2018-08-02 14:55:24.612585
 Rochester		 Nexstar	NY	 Digital Full-Power - 316 kW	WROC		http://www.wroctv.com/	stationindex	2018-08-02 14:55:24.612585
 Rochester	" ""10 NBC"""	 Hubbard Broadcasting	NY	 Digital Full-Power - 316 kW	WHEC		http://www.whec.com/	stationindex	2018-08-02 14:55:24.612585
 Rochester		 Newport Television	NY	 Digital Full-Power - 316 kW	WHAM		http://www.wokr13.tv/	stationindex	2018-08-02 14:55:24.612585
 Rochester		 WXXI Public Broadcasting Council	NY	 Digital Educational Full-Power - 1230 kW	WXXI		http://www.wxxi.org/	stationindex	2018-08-02 14:55:24.612585
 Rochester	" ""FOX 31"""	 Sinclair	NY	 Digital Full-Power - 320 kW	WUHF		http://www.foxrochester.com/	stationindex	2018-08-02 14:55:24.612585
 Rochester	" ""My 18"""		NY	 Class-A - 10 kW	WBGT-LP		http://www.wbgttv.com/	stationindex	2018-08-02 14:55:24.612585
 Syracuse	" ""NBC 3"""	 Barrington Broadcasting	NY	 Digital Full-Power - 41.9 kW	WSTM		http://www.wstm.com/	stationindex	2018-08-02 14:55:24.612585
 Syracuse		 Granite Broadcasting	NY	 Digital Full-Power - 83.2 kW	WTVH		http://www.wtvh.com/	stationindex	2018-08-02 14:55:24.612585
 Syracuse	" ""News Channel 9"""	 Newport Television	NY	 Digital Full-Power - 79.4 kW	WSYR		http://www.wsyr.com/	stationindex	2018-08-02 14:55:24.612585
 Syracuse		 Public Broadcasting Council of Central New York	NY	 Digital Educational Full-Power - 1875 kW	WCNY	 24.1 WCNY/PBS SD, 24.2 Thinkbright/Create, 24.3 Cinema 24, 24.4 WCNY/PBS HD	http://www.wcny.org/	stationindex	2018-08-02 14:55:24.612585
 Syracuse	" ""My 43"""	 RKM Media	NY	 Digital Full-Power - 776 kW	WNYS		http://www.my43.tv/	stationindex	2018-08-02 14:55:24.612585
 Ithaca		 Daystar Television Network	NY	 Digital Full-Power - 60 kW	WNYI			stationindex	2018-08-02 14:55:24.612585
 Syracuse		 Ion Media Networks	NY	 Digital Full-Power - 1000 kW	WSPX	 56.1 Ion, 56.2 Qubo, 56.3 Ion Life, 56.4 Ion Shop, 56.5 QVC, 56.6 HSN		stationindex	2018-08-02 14:55:24.612585
 Syracuse	" ""FOX 68"""	 Sinclair	NY	 Digital Full-Power - 621 kW	WSYT		http://www.wsyt68.com/	stationindex	2018-08-02 14:55:24.612585
 Athens		 Jamie Cooper Television	AL	 Digital Class-A - 1.11 kW	WTZT-CD	 11.1 RTV, 11.2 TNN, 11.3 PBJ, 11.4 Blank		stationindex	2018-08-02 14:55:24.612585
 Florence	" ""The Valley's CW"""	 Lockwood Broadcast Group	AL	 Digital Full-Power - 2510 kW	WHDF		http://www.thevalleyscw.tv/	stationindex	2018-08-02 14:55:24.612585
 Huntsville	" ""WHNT News 19"""	 Local TV, LLC	AL	 Digital Full-Power - 250 kW	WHNT	 19.1 WHNT/CBS	http://www.whnt.com/	stationindex	2018-08-02 14:55:24.612585
 Huntsville	" ""APT"""	 Alabama Public Television	AL	 Digital Educational Full-Power - 1230 kW	WHIQ		http://www.aptv.org/	stationindex	2018-08-02 14:55:24.612585
 Huntsville		 Piedmont Television	AL	 Digital Full-Power - 1120 kW	WAAY		http://www.waaytv.com/	stationindex	2018-08-02 14:55:24.612585
 Florence	" ""APT"""	 Alabama Public Television	AL	 Digital Educational Full-Power - 851 kW	WFIQ		http://www.aptv.org/	stationindex	2018-08-02 14:55:24.612585
 Huntsville		 Raycom	AL	 Digital Full-Power - 1170 kW	WAFF	 48.1 WAFF/NBC/48.2 This TV	http://www.waff.com/	stationindex	2018-08-02 14:55:24.612585
 Huntsville	" ""FOX 54"""	 Huntsville Television Acquisition	AL	 Digital Full-Power - 2240 kW	WZDX		http://www.fox54.com/	stationindex	2018-08-02 14:55:24.612585
 Champaign		 Nexstar	IL	 Digital Full-Power - 100 kW	WCIA		http://www.wcia.com	stationindex	2018-08-02 14:55:24.612585
 Urbana		 University of Illinois	IL	 Digital Educational Full-Power - 30 kW	WILL		http://www.will.uiuc.edu/tv/	stationindex	2018-08-02 14:55:24.612585
 Jacksonville		 West Central Illinois Educational Telecommunications	IL	 Digital Educational Full-Power - 34 kW	WSEC		http://www.wsec.org/	stationindex	2018-08-02 14:55:24.612585
 Champaign	" ""News Channel 15/WICS"""	 Sinclair	IL	 Digital Full-Power - 550 kW	WICD		http://www.wics.com/	stationindex	2018-08-02 14:55:24.612585
 Decatur	" ""NBC 17"""	 Block Communications	IL	 Digital Full-Power - 1000 kW	WAND		http://www.wandtv.com/	stationindex	2018-08-02 14:55:24.612585
 Springfield	" ""News Channel 20"""	 Sinclair	IL	 Digital Full-Power - 1510 kW	WICS		http://www.wics.com/	stationindex	2018-08-02 14:55:24.612585
 Decatur	" ""Central Illinois' CW"""	 Gocom Media	IL	 Digital Full-Power - 1950 kW	WBUI		http://www.centralillinoiscw.com/	stationindex	2018-08-02 14:55:24.612585
 Urbana	" ""FOX WRSP/WCCU"""		IL	 Digital Full-Power - 3390 kW	WCCU		http://www.wrsptv.com/	stationindex	2018-08-02 14:55:24.612585
 Springfield	" ""My CFN TV"""	 Nexstar	IL	 Digital Full-Power - 1750 kW	WCFN		http://www.wcfn.tv/	stationindex	2018-08-02 14:55:24.612585
 Charleston		 Eastern Illinois University	IL	 Digital Educational Full-Power - 46.8 kW	WEIU		http://www.weiu.net/	stationindex	2018-08-02 14:55:24.612585
 Springfield	" ""FOX WRSP/WCCU"""	 Bahakel	IL	 Digital Full-Power - 2000 kW	WRSP		http://www.wrsptv.com/	stationindex	2018-08-02 14:55:24.612585
 Shreveport			LA	 Digital Full-Power - 100 kW	KTBS		http://www.ktbs.com/	stationindex	2018-08-02 14:55:24.612585
 Texarkana	" ""News Channel 6"""	 Nexstar	TX	 Digital Full-Power - 1000 kW	KTAL		http://arklatexhomepage.com/	stationindex	2018-08-02 14:55:24.612585
 Shreveport	" ""News 12"""	 Raycom	LA	 Digital Full-Power - 316 kW	KSLA		http://www.ksla.com/	stationindex	2018-08-02 14:55:24.612585
 Minden	" ""CW 21"""		LA	 Digital Full-Power - 1000 kW	KPXJ		http://www.kpxj21.com/	stationindex	2018-08-02 14:55:24.612585
 Shreveport	" ""LPB"""	 Louisiana Educational Television	LA	 Digital Educational Full-Power - 1620 kW	KLTS		http://www.lpb.org/	stationindex	2018-08-02 14:55:24.612585
 Shreveport	" ""FOX 33"""	 Marshall Broadcasting	LA	 Digital Full-Power - 1000 kW	KMSS	 33.1 Fox 33/KMSS	http://www.kmsstv.com/	stationindex	2018-08-02 14:55:24.612585
 Shreveport	" ""My 45"""	 White Knight Broadcasting	LA	 Digital Full-Power - 2950 kW	KSHV		http://www.kshv.com/	stationindex	2018-08-02 14:55:24.612585
 Madison	" ""News 3"""	 Television Wisconsin	WI	 Digital Full-Power - 24 kW	WISC		http://www.channel3000.com/	stationindex	2018-08-02 14:55:24.612585
 Madison	" ""NBC 15"""	 Gray Television	WI	 Digital Full-Power - 891 kW	WMTV		http://www.nbc15.com/	stationindex	2018-08-02 14:55:24.612585
 Madison		 University of Wisconsin	WI	 Digital Educational Full-Power - 100 kW	WHA		http://www.wpt.org/	stationindex	2018-08-02 14:55:24.612585
 Madison		 Quincy Newspapers	WI	 Digital Full-Power - 171 kW	WKOW		http://www.wkowtv.com/	stationindex	2018-08-02 14:55:24.612585
 Madison	" ""FOX 47"""	 Sinclair	WI	 Digital Full-Power - 1150 kW	WMSN		http://www.fox47.com/	stationindex	2018-08-02 14:55:24.612585
 Janesville	" ""Madison CW"""	 Acme TV	WI	 Digital Full-Power - 1000 kW	WBUW		http://www.madisonscw.com/	stationindex	2018-08-02 14:55:24.612585
 Chattanooga		 Sarkes Tarzian	TN	 Digital Full-Power - 100 kW	WRCB		http://www.wrcbtv.com/	stationindex	2018-08-02 14:55:24.612585
 Chattanooga		 Digital Networks Chattanooga (Luken Communications)	TN	 Digital Low-Power - 6 kW	WOOT-LD	 6.1 The Nashville Network (TNN), 6.2 RTV, 6.3 PBJ, 6.4 Tuff TV, 6.5 My Car TV, 6.6 My Family TV		stationindex	2018-08-02 14:55:24.612585
 Chattanooga	" ""News Channel 9"""	 Freedom Communications	TN	 Digital Full-Power - 45 kW	WTVC	 9.1 WTVC/ABC, 9.2 Fox Chattanooga, 9.3 Weather	http://www.newschannel9.com/	stationindex	2018-08-02 14:55:24.612585
 Chattanooga	" ""News 12"""	 Nexstar Media Group	TN	 Digital Full-Power - 316 kW	WDEF		http://www.wdef.com/	stationindex	2018-08-02 14:55:24.612585
 Chatsworth	" ""GPB"""	 Georgia Public Telecommunications Commission	GA	 Digital Educational Full-Power - 1000 kW	WCLP		http://www.gpb.org/	stationindex	2018-08-02 14:55:24.612585
 Dalton		 Trinity Broadcasting Network	GA	 Digital Full-Power - 300 kW	WELF	 23.1 WELF/TBN, 23.2 Church Channel, 23.3 JCTV, 23.4 Enlace USA, 23.5 Smile of a Child	http://www.tbn.org/	stationindex	2018-08-02 14:55:24.612585
 Chattanooga		 Greater Chattanooga Public Television	TN	 Digital Educational Full-Power - 1550 kW	WTCI		http://www.wtci-tv45.com/	stationindex	2018-08-02 14:55:24.612585
 Cleveland	" ""The CW Chattanooga"""	 Meredith	TN	 Digital Full-Power - 1320 kW	WFLI		http://www.wflitv.com/	stationindex	2018-08-02 14:55:24.612585
 Chattanooga		 New Age Media	TN	 Digital Full-Power - 84 kW	WDSI	 61.1 WSI/This TV		stationindex	2018-08-02 14:55:24.612585
 Reynosa	" ""CW15"""	 Entravision	MX	 Digital Full-Power - 100 kW	XHRIO	 2.1 CW		stationindex	2018-08-02 14:55:24.612585
 Harlingen		 Barrington Broadcasting	TX	 Digital Full-Power - 100 kW	KGBT		http://www.kgbt4.com/	stationindex	2018-08-02 14:55:24.612585
 Weslaco	" ""News Channel 5"""		TX	 Digital Full-Power - 200 kW	KRGV	 5.1 KRGV/ABC, 5.2 LATV, 5.3 Retro Television Network	http://www.newschannel5.tv/	stationindex	2018-08-02 14:55:24.612585
 Matamoros	" ""Televisa Noreste"""		MX	 Digital Full-Power - 325 kW	XHAB		http://www.noreste.televisa.com.mx/	stationindex	2018-08-02 14:55:24.612585
 Reynoso		 Televisa	MX	 Digital Full-Power	XERV			stationindex	2018-08-02 14:55:24.612585
 Reynosa	" ""Azteca 13"""	 TV Azteca	MX	 Digital Full-Power	XHREY			stationindex	2018-08-02 14:55:24.612585
 Matamoros	" ""once tv"""	 National Polytechnic Institute	MX	 Digital Full-Power	XHEW			stationindex	2018-08-02 14:55:24.612585
 Matamoros	" ""Azteca 7"""		TX	 Digital Full-Power - 1000 kW	XHOR			stationindex	2018-08-02 14:55:24.612585
 Reynosa	" ""Televisa 2"""	 Televisa	MX	 Digital Full-Power	XHTAM			stationindex	2018-08-02 14:55:24.612585
 Brownsville	" ""KVEO / News Center 23"""	 Nexstar Media Group	TX	 Digital Full-Power - 1000 kW	KVEO		http://www.kveo.com/	stationindex	2018-08-02 14:55:24.612585
 McAllen		 Entravision	TX	 Digital Class-A - 13 kW	KTFV-CD	 32.1 Unimas, 67.1 Fox/Fox Rio 2		stationindex	2018-08-02 14:55:24.612585
 Rio Grande City			TX	 Digital Full-Power - 1000 kW	KTLM		http://www.ktlm-tv.com/	stationindex	2018-08-02 14:55:24.612585
 Harligen		 Community Educational Television	TX	 Digital Educational Full-Power - 1740 kW	KLUJ		http://www.communityedtv.org/kluj/	stationindex	2018-08-02 14:55:24.612585
 McAllen		 Entravision	TX	 Digital Full-Power - 3020 kW	KNVO			stationindex	2018-08-02 14:55:24.612585
 Matamoros	" ""Multimedios"""	 Grupo Multimedios	MX	 Digital Full-Power	XHVTV			stationindex	2018-08-02 14:55:24.612585
 Harlingen		 RGV Educational Broadcasting	TX	 Digital Educational Full-Power - 2240 kW	KMBH	 38.1 PBS/KMBH, 38.2 v-me, 38.3 Mariavision, 38.4 EWTN	http://www.kmbh.org/	stationindex	2018-08-02 14:55:24.612585
 Brownsville		 Northstar Media	TX	 Low-Power - 26 kW	KNWS-LP			stationindex	2018-08-02 14:55:24.612585
 Cedar Rapids	" ""CBS 2"""	 Sinclair	IA	 Digital Full-Power - 500 kW	KGAN		http://www.kgan.com/	stationindex	2018-08-02 14:55:24.612585
 Waterloo		 Raycom	IA	 Digital Full-Power - 316 kW	KWWL		http://www.kwwl.com/	stationindex	2018-08-02 14:55:24.612585
 Cedar Rapids	" ""9 News"""	 Cedar Rapids Television Company	IA	 Digital Full-Power - 316 kW	KCRG		http://www.kcrg.com/	stationindex	2018-08-02 14:55:24.612585
 Iowa City	" ""IPT"""	 Iowa Public Broadcasting	IA	 Digital Educational Full-Power - 316 kW	KIIN		http://www.iptv.org/	stationindex	2018-08-02 14:55:24.612585
 Iowa City		 KM Communications	IA	 Digital Full-Power - 1000 kW	KWKB			stationindex	2018-08-02 14:55:24.612585
 Waterloo			IA	 Digital Full-Power - 70 kW	KWWF			stationindex	2018-08-02 14:55:24.612585
 Cedar Rapids	" ""FOX 28"""	 Second Generation of Iowa	IA	 Digital Full-Power - 1000 kW	KFXA	 28.1 KFXA/Fox	http://www.kfxa.tv/	stationindex	2018-08-02 14:55:24.612585
 Waterloo	" ""IPT"""	 Iowa Public Broadcasting	IA	 Digital Educational Full-Power - 1000 kW	KRIN		http://www.iptv.org/	stationindex	2018-08-02 14:55:24.612585
 Dubuque	" ""FOX 28 40"""	 Christian Television Corporation	IA	 Digital Full-Power - 646 kW	KFXB		http://www.fox2840.com/	stationindex	2018-08-02 14:55:24.612585
 Cedar Rapids		 Ion Media Networks	IA	 Digital Full-Power - 500 kW	KPXR	 48.1 Ion, 48.2 Qubo, 48.3 Ion Life, 48.4 Ion Shop, 48.5 QVC, 48.6 HSN		stationindex	2018-08-02 14:55:24.612585
 South Bend		 Gray Television	IN	 Digital Full-Power - 1000 kW	WNDU		http://www.wndu.com/	stationindex	2018-08-02 14:55:24.612585
 South Bend	" ""WSBT 22"""	 Schurz Communications	IN	 Digital Full-Power - 266 kW	WSBT	 22.1 WSBT/CBS	http://www.wsbt.com/	stationindex	2018-08-02 14:55:24.612585
 South Bend	" ""CW 25"""	 Weigel Broadcasting	IN	 Low-Power - 37.8 kW	WMWB-LP		http://www.thecw25.com/	stationindex	2018-08-02 14:55:24.612585
 Elkhart	" ""FOX  28"""	 Quincy Newspapers	IN	 Digital Full-Power - 1000 kW	WSJV		http://www.fox28.com/	stationindex	2018-08-02 14:55:24.612585
 South Bend		 Michiana Public Broadcasting	IN	 Digital Educational Full-Power - 1380 kW	WNIT		http://www.wnit.org/	stationindex	2018-08-02 14:55:24.612585
 South Bend		 LeSea Broadcasting	IN	 Digital Full-Power - 1120 kW	WHME		http://www.whme.com/	stationindex	2018-08-02 14:55:24.612585
 South Bend		 Weigel Broadcasting	IN	 Low-Power - 58.2 kW	WBND-LP			stationindex	2018-08-02 14:55:24.612585
 South Bend	" ""My Michicana"""	 Weigel Broadcasting	IN	 Digital Full-Power - 150 kW	WMYS-LP		http://www.mymichianatv.com/	stationindex	2018-08-02 14:55:24.612585
 Jackson		 Civco	MS	 Digital Full-Power - 100 kW	WLBT		http://www.wlbt.com/	stationindex	2018-08-02 14:55:24.612585
 Jackson	" ""News Channel 12"""	 Nexstar Media Group	MS	 Digital Full-Power - 316 kW	WJTV		http://www.wjtv.com/	stationindex	2018-08-02 14:55:24.612585
 Jackson		 Hearst Television	MS	 Digital Full-Power - 4790 kW	WAPT		http://www.wapt.com/	stationindex	2018-08-02 14:55:24.612585
 Jackson		 Mississippi Authority for Educational TV	MS	 Digital Educational Full-Power - 966 kW	WMPN		http://etv.state.ms.us/	stationindex	2018-08-02 14:55:24.612585
 Magee	" ""CW 34"""	 Roberts Broadcasting	MS	 Digital Full-Power - 968 kW	WRBJ			stationindex	2018-08-02 14:55:24.612585
 Vicksburg	" ""My 35"""	 Mississippi Television, LLC	MS	 Digital Full-Power - 1000 kW	WUFX		http://www.fox40now.com/	stationindex	2018-08-02 14:55:24.612585
 Jackson	" ""FOX 40"""	 Jackson Television, LLC	MS	 Digital Full-Power - 4000 kW	WDBD		http://www.fox40now.com/	stationindex	2018-08-02 14:55:24.612585
 Pueblo		 Evening Post Publishing	CO	 Digital Full-Power - 100 kW	KOAA		http://www.koaa.com/	stationindex	2018-08-02 14:55:24.612585
 Pueblo		 Rocky Mountain Public Broadcasting Network	CO	 Digital Educational Full-Power - 234 kW	KTSC			stationindex	2018-08-02 14:55:24.612585
 Colorado Springs	" ""11 News"""	 Gray Television	CO	 Digital Full-Power - 234 kW	KKTV		http://www.kktv.com/	stationindex	2018-08-02 14:55:24.612585
 Colorado Springs	" ""News 13"""	 The Pikes Peak Broadcasting Co.	CO	 Digital Full-Power - 282 kW	KRDO		http://www.krdotv.com/	stationindex	2018-08-02 14:55:24.612585
 Colorado Springs	" ""FOX 21"""	 Barrington Broadcasting	CO	 Digital Full-Power - 51 kW	KXRM	 21.1 Fox, 21.2 CW, 21.3 MundoMax	http://www.kxrm.com/	stationindex	2018-08-02 14:55:24.612585
 Pueblo		 Entravision	CO	 Digital Class-A - 7.71 kW	KGHB-CD			stationindex	2018-08-02 14:55:24.612585
 Pueblo		 Entravision	CO	 Digital Full-Power - 950 kW	KVSN			stationindex	2018-08-02 14:55:24.612585
 Colorado Springs		 LeSEA Broadcasting	CO	 Low-Power - 13.6 kW	KWHS-LP		http://www.kwhs.tv/	stationindex	2018-08-02 14:55:24.612585
 Colorado Springs	" ""CW 57"""	 Barrington Broadcasting	CO	 Low-Power - 138 kW	KXTU-LP		http://www.kxtu.com/	stationindex	2018-08-02 14:55:24.612585
 Bristol		 Bluestone Television	VA	 Digital Full-Power - 71.7 kW	WCYB	 5.1 WCYB/NBC, 5.2 CW	http://www.wcyb.com/	stationindex	2018-08-02 14:55:24.612585
 Johnson City		 Nexstar Media Group	TN	 Digital Full-Power - 245 kW	WJHL		http://www.wjhl.com/	stationindex	2018-08-02 14:55:24.612585
 Linville	" ""UNC TV"""	 University of Noth Carolina	NC	 Digital Educational Full-Power - 1550 kW	WUNE		http://www.unctv.org/	stationindex	2018-08-02 14:55:24.612585
 Kingsport	" ""ABC 19"""		TN	 Digital Full-Power - 200 kW	WKPT	 19.1 WKPT/ABC	http://www.abc19.tv/	stationindex	2018-08-02 14:55:24.612585
 Greeneville	" ""FOX Tri-Cities"""	 Aurora Broadcasting	TN	 Digital Full-Power - 3020 kW	WEMT		http://www.foxtricities.com/	stationindex	2018-08-02 14:55:24.612585
 Grundy		 Living Faith Ministries	VA	 Digital Full-Power - 1150 kW	WLFG			stationindex	2018-08-02 14:55:24.612585
 Burlington	" ""3 News"""		VT	 Digital Full-Power - 443 kW	WCAX		http://www.wcax.com/	stationindex	2018-08-02 14:55:24.612585
 North Pole		 Hearst Television	NY	 Digital Full-Power - 25.1 kW	WPTZ		http://www.wptz.com/	stationindex	2018-08-02 14:55:24.612585
 Burlington	" ""ABC 22"""		VT	 Digital Full-Power - 10 kW	WVNY		http://www.abc22.com/	stationindex	2018-08-02 14:55:24.612585
 Burlington	" ""VPT"""	 Vermont ETV	VT	 Digital Educational Full-Power - 90 kW	WETK		http://www.vpt.org/	stationindex	2018-08-02 14:55:24.612585
 Burlington	" ""FOX 44"""	 Smith Broadcasting	VT	 Digital Full-Power - 47 kW	WFFF		http://www.fox44.net/	stationindex	2018-08-02 14:55:24.612585
 Plattsburgh	" ""Mountain Lake PBS"""	 Mountain Lake Public Telecommunications Council	NY	 Digital Educational Full-Power - 100 kW	WCFE		http://www.mountainlake.org	stationindex	2018-08-02 14:55:24.612585
 Bryan		 Gray Television	TX	 Digital Full-Power - 1000 kW	KBTX	 3.1 KBTX/CBS, 3.2 CW	http://www.kbtx.com/	stationindex	2018-08-02 14:55:24.612585
 Temple	" ""NBC 6"""	 Tegna Media	TX	 Digital Full-Power - 100 kW	KCEN	 6.1 KCEN/NBC	http://www.kcentv.com/	stationindex	2018-08-02 14:55:24.612585
 Waco		 Gray Televisoin	TX	 Digital Full-Power - 209 kW	KWTX		http://www.kwtx.com/	stationindex	2018-08-02 14:55:24.612585
